neighborhood,beds,baths,sqft,lotsize,year,type,levels,cooling,heating,fireplace,soldprice,elementary,elementary_size,elementary_rating,middle,middle_size,middle_rating,high,high_size,high_rating,pct_built
Blue,4,1.5,2363.0,0.27,1974,condo,2,Yes,No,Yes,976000,Savannah Elementary,800,3,Raccoon Middle,800,5,Delta High,850,8,20.09148726320443
Blue,4,1.5,2205.0,0.34,2006,condo,1,No,Yes,No,1089000,Savannah Elementary,800,3,Epicyon Middle,700,7,Delta High,850,8,14.888186679630527
Blue,4,2.0,2399.0,0.42,1963,condo,1,No,No,No,766000,Caracal Elementary,900,9,Raccoon Middle,800,5,Channel High,850,4,13.11272902181993
Blue,2,1.0,1121.0,0.21,1961,single-family home,1,No,No,Yes,1326000,Caracal Elementary,900,9,Zorro Middle,600,8,Channel High,850,4,12.254580436398617
Blue,3,1.5,2134.0,0.49,2003,single-family home,1,Yes,Yes,No,1382000,Savannah Elementary,800,3,Epicyon Middle,700,7,Channel High,850,4,9.997938569367141
Blue,3,1.5,1836.0,0.35,1950,condo,1,No,No,Yes,836000,Sphynx Elementary,900,4,Epicyon Middle,700,7,Delta High,850,8,12.042502951593862
Blue,2,1.0,1268.0,0.17,2008,condo,1,Yes,No,No,907000,Caracal Elementary,900,9,Raccoon Middle,800,5,Delta High,850,8,17.12310268460001
Blue,1,1.0,594.0,0.17,1986,multi-family home,1,No,Yes,No,1449000,Kodkod Elementary,750,6,Epicyon Middle,700,7,Delta High,850,8,8.021390374331549
Blue,1,1.0,696.0,0.08,2000,single-family home,1,No,No,No,1264000,Kodkod Elementary,750,6,Zorro Middle,600,8,Channel High,850,4,19.97245179063361
Blue,3,2.0,1535.0,0.29,1965,condo,1,No,No,Yes,961000,Kodkod Elementary,750,6,Epicyon Middle,700,7,Delta High,850,8,12.151293499255882
Blue,2,1.0,1098.0,0.17,1940,single-family home,1,No,No,No,1213000,Kodkod Elementary,750,6,Zorro Middle,600,8,Channel High,850,4,14.827418570734077
Blue,4,2.0,2084.0,0.48,2003,single-family home,1,No,No,No,1603000,Sphynx Elementary,900,4,Zorro Middle,600,8,Channel High,850,4,9.967095194367923
Blue,3,1.0,1715.0,0.23,1978,condo,1,Yes,No,Yes,782000,Kodkod Elementary,750,6,Raccoon Middle,800,5,Delta High,850,8,17.11781850121771
Blue,2,1.0,1206.0,0.15,1975,townhouse,1,No,No,No,648000,Sphynx Elementary,900,4,Epicyon Middle,700,7,Channel High,850,4,18.457300275482094
Blue,3,1.0,1339.0,0.2,1940,condo,1,No,No,Yes,595000,Sphynx Elementary,900,4,Raccoon Middle,800,5,Channel High,850,4,15.369605142332416
Blue,1,1.0,724.0,0.17,1973,single-family home,1,No,No,Yes,1108000,Kodkod Elementary,750,6,Epicyon Middle,700,7,Channel High,850,4,9.776913520229028
Blue,5,3.0,2653.0,0.47,1958,townhouse,1,No,No,Yes,978000,Kodkod Elementary,750,6,Epicyon Middle,700,7,Channel High,850,4,12.958404157630465
Blue,4,2.5,2560.0,0.37,2009,single-family home,1,No,Yes,No,1456000,Caracal Elementary,900,9,Epicyon Middle,700,7,Channel High,850,4,15.883652247288612
Blue,4,3.0,2280.0,0.17,1950,single-family home,2,No,No,Yes,1415000,Caracal Elementary,900,9,Raccoon Middle,800,5,Delta High,850,8,30.78917517420191
Blue,1,1.0,615.0,0.14,1945,townhouse,1,No,No,No,642000,Sphynx Elementary,900,4,Epicyon Middle,700,7,Delta High,850,8,10.08461235733963
Blue,2,1.0,958.0,0.16,1961,multi-family home,1,No,No,No,1303000,Caracal Elementary,900,9,Zorro Middle,600,8,Delta High,850,8,13.745408631772268
Blue,6,3.5,3145.0,1.3975936477430282,1955,townhouse,2,No,No,Yes,901000,Kodkod Elementary,750,6,Raccoon Middle,800,5,Channel High,850,4,
Blue,5,2.0,3322.0,0.51,1978,townhouse,1,Yes,No,No,897000,Kodkod Elementary,750,6,Epicyon Middle,700,7,Channel High,850,4,14.953456129926717
Blue,4,2.0,2272.0,0.16,1993,single-family home,2,No,No,No,1361000,Savannah Elementary,800,3,Zorro Middle,600,8,Channel High,850,4,32.598714416896236
Blue,4,1.5,2092.0,0.37,1972,single-family home,1,Yes,No,No,1486000,Savannah Elementary,800,3,Epicyon Middle,700,7,Delta High,850,8,12.979922070831162
Blue,4,1.0,2307.0,0.31,2001,single-family home,1,,No,No,1355000,Savannah Elementary,800,3,Zorro Middle,600,8,Channel High,850,4,17.08433306673776
Blue,3,1.0,1806.0,0.11,1973,townhouse,2,Yes,No,No,958000,Sphynx Elementary,900,4,Raccoon Middle,800,5,Delta High,850,8,37.69095917856248
Blue,1,1.0,693.0,0.13,1973,townhouse,1,No,,Yes,775000,Kodkod Elementary,750,6,Zorro Middle,600,8,Channel High,850,4,12.237762237762237
Blue,6,3.5,3247.0,0.83,1978,single-family home,1,No,No,No,1990000,Caracal Elementary,900,9,Raccoon Middle,800,5,Delta High,850,8,8.98082688882251
Blue,4,1.5,1714.0,0.14,1978,condo,2,No,No,Yes,1048000,Kodkod Elementary,750,6,Raccoon Middle,800,5,Delta High,850,8,28.105732651187193
Blue,4,1.0,2259.0,0.31,1968,single-family home,1,No,No,Yes,1279000,Sphynx Elementary,900,4,Raccoon Middle,800,5,Channel High,850,4,16.728872300719807
Blue,6,3.0,2865.0,0.6,1976,single-family home,1,Yes,No,No,1608000,Savannah Elementary,800,3,Epicyon Middle,700,7,Channel High,850,4,10.961891643709826
Blue,1,1.0,647.0,0.08,2016,townhouse,1,No,Yes,No,809000,Kodkod Elementary,750,6,Epicyon Middle,700,7,Channel High,850,4,18.566345270890725
Blue,2,1.0,1014.0,0.17,1957,single-family home,1,No,No,Yes,1154000,Caracal Elementary,900,9,Raccoon Middle,800,5,Channel High,850,4,13.693080538000324
Blue,3,1.5,1281.0,0.08,1970,multi-family home,2,No,No,No,1445000,Caracal Elementary,900,9,Epicyon Middle,700,7,Delta High,850,8,36.759641873278234
Blue,4,3.0,1839.0,0.38,2004,multi-family home,1,No,No,No,1568000,Caracal Elementary,900,9,Raccoon Middle,800,5,Delta High,850,8,11.10990285631434
Blue,5,3.5,3268.0,0.22,1985,townhouse,2,No,Yes,No,1248000,Caracal Elementary,900,9,Zorro Middle,600,8,Delta High,850,8,34.101344018699386
Blue,3,1.5,1530.0,0.18,1991,condo,1,Yes,No,No,760000,Caracal Elementary,900,9,Zorro Middle,600,8,Channel High,850,4,19.513314967860424
Blue,3,1.0,1944.0,0.8638861848052295,1978,multi-family home,1,No,No,Yes,1326000,Caracal Elementary,900,9,Zorro Middle,600,8,Delta High,850,8,
Blue,1,1.0,599.0,0.17,1966,townhouse,1,No,No,No,671000,Sphynx Elementary,900,4,Raccoon Middle,800,5,Channel High,850,4,8.088910495327607
Blue,2,1.0,1028.0,0.17,2001,condo,1,Yes,No,No,913000,Savannah Elementary,800,3,Zorro Middle,600,8,Delta High,850,8,13.88213687678928
Blue,6,4.5,4226.0,0.61,1984,single-family home,2,Yes,No,Yes,1738000,Caracal Elementary,900,9,Raccoon Middle,800,5,Delta High,850,8,15.904198467536771
Blue,4,2.5,1941.0,0.25,1944,condo,?,No,No,No,809000,Kodkod Elementary,750,6,Zorro Middle,600,8,Channel High,850,4,17.823691460055098
Blue,6,4.5,5011.0,0.82,2017,single-family home,1,Yes,No,No,1763000,Sphynx Elementary,900,4,Raccoon Middle,800,5,Channel High,850,4,14.028869627539251
Blue,6,4.0,4366.0,0.29,2009,townhouse,2,No,No,No,1090000,Savannah Elementary,800,3,Epicyon Middle,700,7,Channel High,850,4,34.56192014185745
Blue,6,3.5,4731.0,0.68,1968,single-family home,2,No,No,Yes,1822000,Caracal Elementary,900,9,Raccoon Middle,800,5,Delta High,850,8,15.97188462161724
Blue,5,3.5,3170.0,0.43,1953,condo,1,No,No,No,905000,Kodkod Elementary,750,6,Raccoon Middle,800,5,Delta High,850,8,16.923996839430245
Blue,4,2.0,2448.0,0.2,2011,single-family home,2,No,No,No,1609000,Savannah Elementary,800,3,Raccoon Middle,800,5,Delta High,850,8,28.09917355371901
Blue,3,1.5,1515.0,0.1,2003,single-family home,2,Yes,No,No,1497000,Sphynx Elementary,900,4,Epicyon Middle,700,7,Delta High,850,8,34.77961432506887
Blue,1,1.0,583.0,0.15,2013,single-family home,1,No,Yes,No,1326000,Sphynx Elementary,900,4,Raccoon Middle,800,5,Channel High,850,4,8.922558922558922
Blue,6,4.0,3696.0,0.3,1967,condominium,2,No,No,No,847000,Caracal Elementary,900,9,Raccoon Middle,800,5,Channel High,850,4,28.28282828282828
Blue,5,2.0,2439.0,0.33,2000,multi-family home,1,No,Yes,No,1583000,Kodkod Elementary,750,6,Zorro Middle,600,8,Channel High,850,4,16.967192587027295
Blue,1,1.0,714.0,0.13,1986,single-family home,1,No,No,No,1352000,Savannah Elementary,800,3,Raccoon Middle,800,5,Delta High,850,8,12.608603517694425
Blue,3,1.0,1763.0,0.37,2008,townhouse,1,Yes,Yes,Yes,1211000,Caracal Elementary,900,9,Epicyon Middle,700,7,Delta High,850,8,10.938624574988213
Blue,4,3.0,2872.0,0.66,2007,townhouse,1,Yes,Yes,No,1267000,Kodkod Elementary,750,6,Zorro Middle,600,8,Delta High,850,8,9.989704204580237
Blue,4,1.5,1795.0,0.21,2013,single-family home,2,No,Yes,Yes,1570000,Sphynx Elementary,900,4,Zorro Middle,600,8,Channel High,850,4,19.622633258996895
Blue,4,2.0,2690.0,0.21,1978,single-family home,2,Yes,No,No,1652000,Savannah Elementary,800,3,Raccoon Middle,800,5,Delta High,850,8,29.406620315711223
Blue,4,1.5,2661.0,0.23,1977,single-family home,2,No,No,Yes,1455000,Savannah Elementary,800,3,Raccoon Middle,800,5,Channel High,850,4,26.56006707390106
Blue,5,2.0,2514.0,0.29,2008,single-family home,2,Yes,Yes,No,1700000,Savannah Elementary,800,3,Raccoon Middle,800,5,Delta High,850,8,19.9012064215826
Blue,3,2.0,1996.0,0.13,1991,single-family home,2,Yes,No,No,1362000,Sphynx Elementary,900,4,Epicyon Middle,700,7,Channel High,850,4,35.24758070212616
Blue,4,2.0,2757.0,0.16,2012,condo,2,No,Yes,Yes,1097000,Savannah Elementary,800,3,Raccoon Middle,800,5,Delta High,850,8,39.55750688705234
Purple,4,2.5,2781.0,0.21,1956,condo,2,No,No,Yes,718000,Savannah Elementary,800,3,Panda Middle,500,6,Glacier High,1050,3,30.40141676505313
Purple,3,1.5,1728.0,0.36,1978,single-family home,1,No,No,No,1222000,Savannah Elementary,800,3,Panda Middle,500,6,Glacier High,1050,3,11.019283746556475
Purple,6,3.0,3924.0,0.23,1983,condo,2,No,No,Yes,1055000,Savannah Elementary,800,3,Panda Middle,500,6,Glacier High,1050,3,39.16636722960833
Gold,4,1.5,2839.0,0.34,2004,townhouse,1,No,No,No,1319000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,19.16896235078053
Gold,4,1.0,2228.0,0.57,1999,single-family home,1,No,Yes,No,1923000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,8.973305624023329
Gold,6,5.0,3770.0,0.29,1990,multi-family home,2,No,No,No,1907000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,29.843893480257115
Gold,4,2.5,2783.0,0.27,1980,townhouse,2,No,No,No,1300000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,23.662551440329217
Gold,4,3.0,2381.0,0.55,1980,townhouse,1,No,No,No,1328000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,9.938225227481425
Gold,2,1.0,1342.0,0.26,2016,multi-family home,1,No,Yes,No,1951000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,11.84926184926185
Gold,4,2.5,2662.0,0.34,2010,single-family home,1,No,Yes,Yes,1992000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,17.973856209150323
Gold,4,2.5,2598.0,0.18,1978,single-family home,2,Yes,No,No,1798000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,33.13437404346495
Gold,5,3.5,3814.0,0.4,1980,single-family home,2,Yes,No,No,1676000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,21.889348025711662
Gold,4,1.5,2857.0,0.22,1985,condo,2,Yes,Yes,No,1288000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,29.812588696886216
Gold,4,2.5,1941.0,0.41,1982,single-family home,1,Yes,Yes,No,1977000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,10.868104548814085
Gold,3,2.0,2083.0,0.48,1985,multi-family home,1,No,No,Yes,1646000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,9.962312519130702
Gold,6,3.5,3814.0,0.52,1989,single-family home,1,Yes,No,Yes,2159000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,16.8379600197782
Gold,5,3.0,2650.0,0.36,1989,single-family home,1,Yes,Yes,No,1753000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,16.898785838179776
Gold,4,3.0,2642.0,0.19,1979,townhouse,2,No,No,No,1260000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,31.92209173070417
Gold,4,2.0,2265.0,0.4,1986,single-family home,1,Yes,No,No,1774000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,12.999311294765839
Gold,4,1.5,2556.0,0.23,2017,multi-family home,2,Yes,No,No,1889000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,25.512037369744878
Gold,4,2.0,2780.0,0.21,2013,townhouse,2,No,No,No,1327000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,30.390484935939483
Gold,1,1.0,787.0,0.3497317013589072,1996,single-family home,1,Yes,Yes,No,1375000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,
Gold,3,1.5,1520.0,0.16,2016,condo,2,Yes,No,Yes,1262000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,21.808999081726355
Gold,4,1.0,2098.0,0.3,1974,townhouse,2,No,No,No,1347000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,16.054484236302418
Gold,4,2.0,2883.0,0.41,1998,townhouse,2,No,Yes,No,1349000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,16.142578781159713
Gold,1,1.0,681.0,0.09,2008,single-family home,1,Yes,No,No,1731000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,17.370676461585553
Gold,2,1.0,1169.0,0.21,2001,single-family home,1,Yes,No,No,1771000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,12.779308233853687
Gold,6,4.0,4051.0,0.36,2015,single-family home,2,No,Yes,No,2393000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,25.832823181308033
Gold,4,3.0,2398.0,0.16,1974,single-family home,2,No,No,Yes,1707000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,34.40656565656566
Gold,4,2.0,1876.0,0.14,1988,condo,2,Yes,No,No,1294000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,30.762167125803487
Gold,3,2.0,2066.0,0.2,1989,townhouse,2,No,Yes,No,1415000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,23.714416896235075
Gold,3,1.5,1565.0,0.24,2014,single-family home,1,Yes,No,No,1905000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,14.969773492500765
Gold,1,1.0,817.0,0.17,2003,single-family home,1,No,No,No,1685000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,11.032787770755684
Gold,3,1.0,1254.0,0.36,2008,single-family home,1,Yes,Yes,No,1913000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,7.996632996632997
Gold,1,1.0,658.0,0.14,1983,townhouse,1,Yes,Yes,Yes,980000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,10.789715335169879
Gold,2,1.0,1065.0,0.14,1979,single-family home,?,No,No,No,1606000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,17.463597009051554
Gold,6,3.5,3907.0,0.3,1998,condo,2,Yes,Yes,No,1405000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,29.897459442913988
Gold,4,2.0,2112.0,0.4,2002,condo,1,No,,No,1189000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,12.121212121212121
Gold,6,4.0,3131.0,0.72,2006,condo,1,Yes,Yes,No,1542000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,9.983037445158658
Gold,5,3.0,3082.0,0.79,1978,single-family home,1,No,No,No,1619000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,8.956073973335192
Gold,3,2.0,1481.0,0.28,2018,single-family home,1,No,No,No,1629000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,12.142529187983731
Gold,1,1.0,723.0,0.18,1975,condo,1,Yes,No,Yes,993000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,9.220997857361494
Gold,3,1.0,1408.0,0.1,1998,multi-family home,2,Yes,Yes,No,1564000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,32.323232323232325
Gold,3,2.0,1541.0,0.09,2002,single-family home,2,Yes,Yes,No,1708000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,39.3072135496378
Gold,3,2.0,1936.0,0.14,2017,single-family home,2,Yes,Yes,Yes,2022000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,31.746031746031743
Gold,6,4.0,4087.0,0.26,1997,single-family home,2,No,No,No,1980000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,36.08638835911563
Gold,4,2.5,2389.0,0.39,2009,single-family home,1,Yes,No,No,1863000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,14.062536789809515
Gold,4,2.0,1809.0,0.21,2014,townhouse,2,No,Yes,No,1323000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,19.775678866587956
Gold,4,1.0,1803.0,0.23,2012,single-family home,2,Yes,No,No,1690000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,17.996167205653368
Gold,4,1.5,2176.0,0.25,1977,single-family home,1,Yes,No,No,1769000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,19.981634527089074
Gold,4,3.0,1888.0,0.48,1992,single-family home,1,Yes,Yes,No,1790000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,9.029690847872667
Gold,6,4.0,3484.0,0.22,1995,townhouse,2,Yes,No,Yes,1522000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,36.35528842140412
Gold,5,2.0,2450.0,1.088745448957208,1991,condo,1,Yes,No,No,1311000,Birman Elementary,700,9,Sloth Middle,600,9,Avalanche High,1000,10,
Gold,3,1.5,1259.0,0.08,1997,single-family home,2,Yes,No,No,1719000,Munchkin Elementary,800,8,Sloth Middle,600,9,Avalanche High,1000,10,36.128328741965106
Silver,4,2.0,2224.0,0.15,1940,single-family home,2,No,No,Yes,1719000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,34.03734312825222
Silver,1,1.0,737.0,0.19,1959,single-family home,1,No,No,Yes,1369000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,8.904837852206274
Silver,5,3.5,3920.0,0.64,1945,single-family home,1,No,No,No,1705000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,14.061065197428832
Silver,4,1.0,1706.0,0.12,1977,multi-family home,2,No,No,,1306000,Korat Elementary,700,8,Panda Middle,500,6,Blizzard High,1200,5,32.636975818794
Silver,3,1.5,1988.0,0.46,1955,single-family home,1,No,No,No,1327000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,9.921347866011896
Silver,2,1.0,912.0,0.12,1942,single-family home,1,No,No,Yes,1429000,Korat Elementary,700,8,Bear Middle,700,7,Moraine High,1000,9,17.447199265381084
Silver,4,1.5,2672.0,0.31,1946,multi-family home,2,No,No,Yes,1310000,Korat Elementary,700,8,Panda Middle,500,6,Blizzard High,1200,5,19.78731597499926
Silver,6,3.0,3238.0,0.25,1943,condo,2,No,No,Yes,1200000,Korat Elementary,700,8,Bear Middle,700,7,Moraine High,1000,9,29.73370064279155
Silver,4,2.5,2660.0,0.38,1941,townhouse,1,No,No,No,952000,Korat Elementary,700,8,Bear Middle,700,7,Moraine High,1000,9,16.069788797061523
Silver,3,2.0,2054.0,0.24,1960,townhouse,1,No,No,Yes,866000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,19.647229874502603
Silver,1,1.0,657.0,0.11,1963,single-family home,1,No,No,No,1430000,Korat Elementary,700,8,Panda Middle,500,6,Moraine High,1000,9,13.711495116453792
Silver,6,4.5,4938.0,0.63,1975,single-family home,?,No,No,No,1563000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,17.993790721063448
Silver,4,3.0,2029.0,0.14,1951,condo,2,No,No,No,795000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,33.27102190738554
Silver,3,2.0,1515.0,0.09,1958,single-family home,2,No,No,No,1283000,Ocicat Elementary,750,4,Bear Middle,700,7,Blizzard High,1200,5,38.64401591674319
Silver,1,1.0,634.0,0.1,1959,multi-family home,1,No,No,No,1105000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,14.55463728191001
Silver,3,1.5,1504.0,0.17,1963,single-family home,2,No,No,No,1404000,Korat Elementary,700,8,Bear Middle,700,7,Moraine High,1000,9,20.31005239561389
Silver,4,1.0,2287.0,0.2,1963,condo,2,No,No,No,808000,Ocicat Elementary,750,4,Bear Middle,700,7,Blizzard High,1200,5,26.25114784205693
Silver,4,3.0,2001.0,0.13,1958,single-family home,2,No,No,Yes,1648000,Korat Elementary,700,8,Panda Middle,500,6,Moraine High,1000,9,35.33587624496715
Silver,4,2.5,2247.0,0.26,1959,condo,1,No,No,Yes,977000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,19.840008476372113
Silver,4,1.0,1922.0,0.29,1977,single-family home,1,No,No,No,1683000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,15.214844368449384
Silver,6,3.0,4293.0,0.31,1970,townhouse,2,No,No,No,935000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,31.79152226073047
Silver,6,5.0,4403.0,0.39,1979,single-family home,2,No,No,Yes,1602000,Korat Elementary,700,8,Panda Middle,500,6,Blizzard High,1200,5,25.9176850085941
Silver,6,4.5,5013.0,0.29,1965,single-family home,2,No,No,No,1886000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,39.68367056141351
Silver,5,3.5,3491.0,0.24,1979,single-family home,2,No,No,No,1541000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,33.39263850627487
Silver,2,1.0,1166.0,0.24,1971,condo,1,Yes,No,No,843000,Korat Elementary,700,8,Panda Middle,500,6,Moraine High,1000,9,11.153198653198654
Silver,6,3.0,3476.0,0.28,1942,multi-family home,2,No,No,Yes,1598000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,28.499278499278496
Silver,3,1.5,1616.0,0.14,1966,single-family home,2,No,No,Yes,1566000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,26.49875377148104
Silver,1,1.0,651.0,0.12,1967,condo,1,No,No,No,627000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,12.454086317722682
Silver,3,1.5,2037.0,0.12,1948,single-family home,2,No,No,No,1214000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,38.9692378328742
Silver,4,1.5,2062.0,0.43,1940,single-family home,1,No,No,Yes,1541000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,11.008606146026866
Silver,5,3.0,3763.0,0.51,1956,condo,1,No,No,No,911000,Ocicat Elementary,750,4,Bear Middle,700,7,Blizzard High,1200,5,16.938547687210786
Silver,6,4.5,3144.0,0.45,1971,single-family home,2,No,No,No,1765000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,16.03917967554331
Silver,4,3.0,2601.0,0.3,1952,condo,1,No,No,No,764000,Ocicat Elementary,750,4,Bear Middle,700,7,Blizzard High,1200,5,19.903581267217632
Silver,3,2.0,1350.0,0.34,1944,single-family home,1,No,No,Yes,1351000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,9.11521633446767
Silver,1,1.0,769.0,0.11,1945,condo,1,No,No,No,543000,Korat Elementary,700,8,Panda Middle,500,6,Blizzard High,1200,5,16.048918941480924
Silver,6,3.0,3052.0,0.54,1940,single-family home,1,No,No,Yes,1683000,Korat Elementary,700,8,Bear Middle,700,7,Moraine High,1000,9,12.974866510220046
Silver,2,1.0,1196.0,0.34,1953,multi-family home,1,No,No,Yes,1228000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,8.075406471128394
Silver,4,2.0,2357.0,0.6,1969,multi-family home,1,No,No,No,1567000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,9.018212427303336
Silver,4,1.5,2382.0,0.14,1956,single-family home,2,No,No,Yes,1369000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,39.05942542306178
Silver,4,1.5,2113.0,0.3,1947,single-family home,2,No,No,Yes,1359000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,16.169268441995715
Silver,2,1.0,1165.0,0.18,1945,multi-family home,1,No,No,No,1474000,Ocicat Elementary,750,4,Panda Middle,500,6,Moraine High,1000,9,14.858177736965617
Silver,4,2.0,2322.0,0.38,1963,condo,1,No,No,No,791000,Ocicat Elementary,750,4,Bear Middle,700,7,Blizzard High,1200,5,14.027838190517617
Silver,4,2.0,2245.0,0.23,1980,condo,2,Yes,No,No,741000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,22.40787319838703
Silver,4,1.5,2839.0,0.36,1977,town house,2,No,No,No,908000,Korat Elementary,700,8,Panda Middle,500,6,Blizzard High,1200,5,18.104019997959394
Silver,5,2.0,3601.0,0.21,1980,townhouse,2,No,No,No,1297000,Korat Elementary,700,8,Panda Middle,500,6,Moraine High,1000,9,39.36551663824391
Silver,3,1.5,1197.0,0.07,1963,townhouse,2,No,No,Yes,958000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,39.256198347107436
Silver,3,1.0,1964.0,0.11,1945,single-family home,2,No,No,No,1452000,Ocicat Elementary,750,4,Bear Middle,700,7,Moraine High,1000,9,40.98839636029719
Silver,4,3.0,2706.0,0.28,1941,single-family home,2,No,No,No,1223000,Ocicat Elementary,750,4,Panda Middle,500,6,Blizzard High,1200,5,22.186147186147185
Silver,6,4.0,3276.0,0.42,1950,condo,1,No,No,No,957000,Korat Elementary,700,8,Bear Middle,700,7,Blizzard High,1200,5,17.90633608815427
Silver,4,1.0,2503.0,0.29,1957,single-family home,1,No,No,Yes,1458000,Korat Elementary,700,8,Bear Middle,700,7,Moraine High,1000,9,19.814128748298028
Silver,5,2.5,3212.0,0.28,1953,condo,2,No,No,Yes,833000,Ocicat Elementary,750,4,Bear Middle,700,7,Blizzard High,1200,5,26.334776334776333
